"date","obs_gdp_t","obs_π_t","obs_π_e_t","obs_r_t","obs_π_o_t","obs_π_I_t","obs_gdp_t1","obs_gdp_t2","obs_r_t1","obs_r_t2","obs_π_t1","obs_π_t2","obs_π_t3","obs_π_t4","obs_π_t5","obs_π_t6","obs_π_t7","obs_π_t8","obs_π_o_t1","obs_π_e_t1"
"1977-03-31",4.07979595226619,1.6517925451645432,NaN,NaN,NaN,NaN,4.068786636555782,4.059241933662109,NaN,NaN,1.5476843277656194,1.5502271357312303,1.189670283080213,1.5104685218496616,1.6148358191750312,1.4928093370591977,1.5187809595452961,1.9443037546036823,NaN,NaN
"1977-06-30",4.0980111146683615,1.519777138305134,NaN,NaN,NaN,NaN,4.07979595226619,4.068786636555782,NaN,NaN,1.6517925451645432,1.5476843277656194,1.5502271357312303,1.189670283080213,1.5104685218496616,1.6148358191750312,1.4928093370591977,1.5187809595452961,NaN,NaN
"1977-09-30",4.111202791237879,1.6552781804419325,NaN,NaN,NaN,NaN,4.0980111146683615,4.07979595226619,NaN,NaN,1.519777138305134,1.6517925451645432,1.5476843277656194,1.5502271357312303,1.189670283080213,1.5104685218496616,1.6148358191750312,1.4928093370591977,NaN,NaN
"1977-12-31",4.118226879314503,1.455629777420775,NaN,NaN,NaN,NaN,4.111202791237879,4.0980111146683615,NaN,NaN,1.6552781804419325,1.519777138305134,1.6517925451645432,1.5476843277656194,1.5502271357312303,1.189670283080213,1.5104685218496616,1.6148358191750312,NaN,NaN
"1978-03-31",4.120704249306776,1.5798827472788268,NaN,NaN,NaN,NaN,4.118226879314503,4.111202791237879,NaN,NaN,1.455629777420775,1.6552781804419325,1.519777138305134,1.6517925451645432,1.5476843277656194,1.5502271357312303,1.189670283080213,1.5104685218496616,NaN,NaN
"1978-06-30",4.159770235300657,1.7226788149744099,NaN,NaN,NaN,NaN,4.120704249306776,4.118226879314503,NaN,NaN,1.5798827472788268,1.455629777420775,1.6552781804419325,1.519777138305134,1.6517925451645432,1.5476843277656194,1.5502271357312303,1.189670283080213,NaN,NaN
"1978-09-30",4.16901384651378,1.7069806439705904,NaN,NaN,NaN,NaN,4.159770235300657,4.120704249306776,NaN,NaN,1.7226788149744099,1.5798827472788268,1.455629777420775,1.6552781804419325,1.519777138305134,1.6517925451645432,1.5476843277656194,1.5502271357312303,NaN,NaN
"1978-12-31",4.185358930282355,1.778988099096912,NaN,NaN,NaN,NaN,4.16901384651378,4.159770235300657,NaN,NaN,1.7069806439705904,1.7226788149744099,1.5798827472788268,1.455629777420775,1.6552781804419325,1.519777138305134,1.6517925451645432,1.5476843277656194,NaN,NaN
"1979-03-31",4.19157473856749,1.3490441920593899,NaN,NaN,NaN,NaN,4.185358930282355,4.16901384651378,NaN,NaN,1.778988099096912,1.7069806439705904,1.7226788149744099,1.5798827472788268,1.455629777420775,1.6552781804419325,1.519777138305134,1.6517925451645432,NaN,NaN
"1979-06-30",4.19502914906871,2.1627352878433204,NaN,NaN,NaN,NaN,4.19157473856749,4.185358930282355,NaN,NaN,1.3490441920593899,1.778988099096912,1.7069806439705904,1.7226788149744099,1.5798827472788268,1.455629777420775,1.6552781804419325,1.519777138305134,NaN,NaN
"1979-09-30",4.2050870201045765,1.823712559090085,NaN,NaN,NaN,NaN,4.19502914906871,4.19157473856749,NaN,NaN,2.1627352878433204,1.3490441920593899,1.778988099096912,1.7069806439705904,1.7226788149744099,1.5798827472788268,1.455629777420775,1.6552781804419325,NaN,NaN
"1979-12-31",4.206847134099597,2.0569598665333366,NaN,NaN,NaN,NaN,4.2050870201045765,4.19502914906871,NaN,NaN,1.823712559090085,2.1627352878433204,1.3490441920593899,1.778988099096912,1.7069806439705904,1.7226788149744099,1.5798827472788268,1.455629777420775,NaN,NaN
"1980-03-31",4.206606482557528,2.4051300235787387,NaN,NaN,NaN,NaN,4.206847134099597,4.2050870201045765,NaN,NaN,2.0569598665333366,1.823712559090085,2.1627352878433204,1.3490441920593899,1.778988099096912,1.7069806439705904,1.7226788149744099,1.5798827472788268,NaN,NaN
"1980-06-30",4.185742977270409,2.20785722652872,NaN,NaN,NaN,NaN,4.206606482557528,4.206847134099597,NaN,NaN,2.4051300235787387,2.0569598665333366,1.823712559090085,2.1627352878433204,1.3490441920593899,1.778988099096912,1.7069806439705904,1.7226788149744099,NaN,NaN
"1980-09-30",4.185034661821253,2.194623802324358,NaN,NaN,NaN,NaN,4.185742977270409,4.206606482557528,NaN,NaN,2.20785722652872,2.4051300235787387,2.0569598665333366,1.823712559090085,2.1627352878433204,1.3490441920593899,1.778988099096912,1.7069806439705904,NaN,NaN
"1980-12-31",4.206644079625814,2.4012228746947084,NaN,NaN,NaN,NaN,4.185034661821253,4.185742977270409,NaN,NaN,2.194623802324358,2.20785722652872,2.4051300235787387,2.0569598665333366,1.823712559090085,2.1627352878433204,1.3490441920593899,1.778988099096912,NaN,NaN
"1981-03-31",4.229850296362203,2.1958431009546864,NaN,NaN,NaN,NaN,4.206644079625814,4.185034661821253,NaN,NaN,2.4012228746947084,2.194623802324358,2.20785722652872,2.4051300235787387,2.0569598665333366,1.823712559090085,2.1627352878433204,1.3490441920593899,NaN,NaN
"1981-06-30",4.222538213663339,1.8583653510710896,NaN,NaN,NaN,NaN,4.229850296362203,4.206644079625814,NaN,NaN,2.1958431009546864,2.4012228746947084,2.194623802324358,2.20785722652872,2.4051300235787387,2.0569598665333366,1.823712559090085,2.1627352878433204,NaN,NaN
"1981-09-30",4.23361508850433,1.8138861024575181,NaN,NaN,NaN,NaN,4.222538213663339,4.229850296362203,NaN,NaN,1.8583653510710896,2.1958431009546864,2.4012228746947084,2.194623802324358,2.20785722652872,2.4051300235787387,2.0569598665333366,1.823712559090085,NaN,NaN
"1981-12-31",4.222925752628489,1.7504036718112292,NaN,NaN,NaN,NaN,4.23361508850433,4.222538213663339,NaN,NaN,1.8138861024575181,1.8583653510710896,2.1958431009546864,2.4012228746947084,2.194623802324358,2.20785722652872,2.4051300235787387,2.0569598665333366,NaN,NaN
"1982-03-31",4.205607571401481,1.435964430623482,NaN,NaN,NaN,NaN,4.222925752628489,4.23361508850433,NaN,NaN,1.7504036718112292,1.8138861024575181,1.8583653510710896,2.1958431009546864,2.4012228746947084,2.194623802324358,2.20785722652872,2.4051300235787387,NaN,NaN
"1982-06-30",4.209690830967635,1.332796890596999,NaN,NaN,NaN,NaN,4.205607571401481,4.222925752628489,NaN,NaN,1.435964430623482,1.7504036718112292,1.8138861024575181,1.8583653510710896,2.1958431009546864,2.4012228746947084,2.194623802324358,2.20785722652872,NaN,NaN
"1982-09-30",4.204518003649091,1.586204888590359,NaN,NaN,NaN,NaN,4.209690830967635,4.205607571401481,NaN,NaN,1.332796890596999,1.435964430623482,1.7504036718112292,1.8138861024575181,1.8583653510710896,2.1958431009546864,2.4012228746947084,2.194623802324358,NaN,NaN
"1982-12-31",4.202604596005602,1.3928489674890354,NaN,NaN,NaN,NaN,4.204518003649091,4.209690830967635,NaN,NaN,1.586204888590359,1.332796890596999,1.435964430623482,1.7504036718112292,1.8138861024575181,1.8583653510710896,2.1958431009546864,2.4012228746947084,NaN,NaN
"1983-03-31",4.2101319179585985,1.352425321533568,NaN,NaN,NaN,NaN,4.202604596005602,4.204518003649091,NaN,NaN,1.3928489674890354,1.586204888590359,1.332796890596999,1.435964430623482,1.7504036718112292,1.8138861024575181,1.8583653510710896,2.1958431009546864,NaN,NaN
"1983-06-30",4.231705237929688,0.7731873045754956,NaN,NaN,NaN,NaN,4.2101319179585985,4.202604596005602,NaN,NaN,1.352425321533568,1.3928489674890354,1.586204888590359,1.332796890596999,1.435964430623482,1.7504036718112292,1.8138861024575181,1.8583653510710896,NaN,NaN
"1983-09-30",4.246414695216386,1.5116422839974497,NaN,NaN,NaN,NaN,4.231705237929688,4.2101319179585985,NaN,NaN,0.7731873045754956,1.352425321533568,1.3928489674890354,1.586204888590359,1.332796890596999,1.435964430623482,1.7504036718112292,1.8138861024575181,NaN,NaN
"1983-12-31",4.266130939837173,0.8008409188553944,NaN,NaN,NaN,NaN,4.246414695216386,4.231705237929688,NaN,NaN,1.5116422839974497,0.7731873045754956,1.352425321533568,1.3928489674890354,1.586204888590359,1.332796890596999,1.435964430623482,1.7504036718112292,NaN,NaN
"1984-03-31",4.286419106840084,0.9990839319907519,NaN,NaN,NaN,NaN,4.266130939837173,4.246414695216386,NaN,NaN,0.8008409188553944,1.5116422839974497,0.7731873045754956,1.352425321533568,1.3928489674890354,1.586204888590359,1.332796890596999,1.435964430623482,NaN,NaN
"1984-06-30",4.300546508622312,1.1656715373487003,NaN,NaN,NaN,NaN,4.286419106840084,4.266130939837173,NaN,NaN,0.9990839319907519,0.8008409188553944,1.5116422839974497,0.7731873045754956,1.352425321533568,1.3928489674890354,1.586204888590359,1.332796890596999,NaN,NaN
"1984-09-30",4.309040507274924,0.9377725040962126,NaN,NaN,NaN,NaN,4.300546508622312,4.286419106840084,NaN,NaN,1.1656715373487003,0.9990839319907519,0.8008409188553944,1.5116422839974497,0.7731873045754956,1.352425321533568,1.3928489674890354,1.586204888590359,NaN,NaN
"1984-12-31",4.3165000783204395,0.7161211564171488,NaN,NaN,NaN,NaN,4.309040507274924,4.300546508622312,NaN,NaN,0.9377725040962126,1.1656715373487003,0.9990839319907519,0.8008409188553944,1.5116422839974497,0.7731873045754956,1.352425321533568,1.3928489674890354,NaN,NaN
"1985-03-31",4.324082858108569,1.3742838154306547,NaN,NaN,NaN,NaN,4.3165000783204395,4.309040507274924,NaN,NaN,0.7161211564171488,0.9377725040962126,1.1656715373487003,0.9990839319907519,0.8008409188553944,1.5116422839974497,0.7731873045754956,1.352425321533568,NaN,NaN
"1985-06-30",4.330366162277563,0.9010987607723564,NaN,NaN,NaN,NaN,4.324082858108569,4.3165000783204395,NaN,NaN,1.3742838154306547,0.7161211564171488,0.9377725040962126,1.1656715373487003,0.9990839319907519,0.8008409188553944,1.5116422839974497,0.7731873045754956,NaN,NaN
"1985-09-30",4.341228305841202,1.0364607496250677,NaN,NaN,NaN,NaN,4.330366162277563,4.324082858108569,NaN,NaN,0.9010987607723564,1.3742838154306547,0.7161211564171488,0.9377725040962126,1.1656715373487003,0.9990839319907519,0.8008409188553944,1.5116422839974497,NaN,NaN
"1985-12-31",4.347451322616191,0.7000951602114114,NaN,NaN,NaN,NaN,4.341228305841202,4.330366162277563,NaN,NaN,1.0364607496250677,0.9010987607723564,1.3742838154306547,0.7161211564171488,0.9377725040962126,1.1656715373487003,0.9990839319907519,0.8008409188553944,NaN,NaN
"1986-03-31",4.350738596440179,1.0805317868331166,NaN,NaN,NaN,NaN,4.347451322616191,4.341228305841202,NaN,NaN,0.7000951602114114,1.0364607496250677,0.9010987607723564,1.3742838154306547,0.7161211564171488,0.9377725040962126,1.1656715373487003,0.9990839319907519,NaN,NaN
"1986-06-30",4.352709983416363,0.6604976014999764,NaN,NaN,NaN,NaN,4.350738596440179,4.347451322616191,NaN,NaN,1.0805317868331166,0.7000951602114114,1.0364607496250677,0.9010987607723564,1.3742838154306547,0.7161211564171488,0.9377725040962126,1.1656715373487003,NaN,NaN
"1986-09-30",4.36013620179091,0.661246534261295,NaN,NaN,NaN,NaN,4.352709983416363,4.350738596440179,NaN,NaN,0.6604976014999764,1.0805317868331166,0.7000951602114114,1.0364607496250677,0.9010987607723564,1.3742838154306547,0.7161211564171488,0.9377725040962126,NaN,NaN
"1986-12-31",4.362893587344221,0.7965076957094475,NaN,NaN,NaN,NaN,4.36013620179091,4.352709983416363,NaN,NaN,0.661246534261295,0.6604976014999764,1.0805317868331166,0.7000951602114114,1.0364607496250677,0.9010987607723564,1.3742838154306547,0.7161211564171488,NaN,NaN
"1987-03-31",4.370881674121397,0.6216455873407689,NaN,NaN,NaN,NaN,4.362893587344221,4.36013620179091,NaN,NaN,0.7965076957094475,0.661246534261295,0.6604976014999764,1.0805317868331166,0.7000951602114114,1.0364607496250677,0.9010987607723564,1.3742838154306547,NaN,NaN
"1987-06-30",4.379238861780455,0.9492768889459491,NaN,NaN,NaN,NaN,4.370881674121397,4.362893587344221,NaN,NaN,0.6216455873407689,0.7965076957094475,0.661246534261295,0.6604976014999764,1.0805317868331166,0.7000951602114114,1.0364607496250677,0.9010987607723564,NaN,NaN
"1987-09-30",4.3866777773096395,0.881324222961144,NaN,NaN,NaN,NaN,4.379238861780455,4.370881674121397,NaN,NaN,0.9492768889459491,0.6216455873407689,0.7965076957094475,0.661246534261295,0.6604976014999764,1.0805317868331166,0.7000951602114114,1.0364607496250677,NaN,NaN
"1987-12-31",4.401044812528692,1.0263361774345725,NaN,NaN,NaN,NaN,4.3866777773096395,4.379238861780455,NaN,NaN,0.881324222961144,0.9492768889459491,0.6216455873407689,0.7965076957094475,0.661246534261295,0.6604976014999764,1.0805317868331166,0.7000951602114114,NaN,NaN
"1988-03-31",4.4050210867651245,0.9451789850948522,NaN,NaN,NaN,NaN,4.401044812528692,4.3866777773096395,NaN,NaN,1.0263361774345725,0.881324222961144,0.9492768889459491,0.6216455873407689,0.7965076957094475,0.661246534261295,0.6604976014999764,1.0805317868331166,NaN,NaN
"1988-06-30",4.415711686906352,1.205199761137088,NaN,NaN,NaN,NaN,4.4050210867651245,4.401044812528692,NaN,NaN,0.9451789850948522,1.0263361774345725,0.881324222961144,0.9492768889459491,0.6216455873407689,0.7965076957094475,0.661246534261295,0.6604976014999764,NaN,NaN
"1988-09-30",4.421732794441911,1.145306938913837,NaN,NaN,NaN,NaN,4.415711686906352,4.4050210867651245,NaN,NaN,1.205199761137088,0.9451789850948522,1.0263361774345725,0.881324222961144,0.9492768889459491,0.6216455873407689,0.7965076957094475,0.661246534261295,NaN,NaN
"1988-12-31",4.431886707921778,1.0981654182033118,NaN,NaN,NaN,NaN,4.421732794441911,4.415711686906352,NaN,NaN,1.145306938913837,1.205199761137088,0.9451789850948522,1.0263361774345725,0.881324222961144,0.9492768889459491,0.6216455873407689,0.7965076957094475,NaN,NaN
"1989-03-31",4.44234736230104,1.050884369810401,NaN,NaN,NaN,NaN,4.431886707921778,4.421732794441911,NaN,NaN,1.0981654182033118,1.145306938913837,1.205199761137088,0.9451789850948522,1.0263361774345725,0.881324222961144,0.9492768889459491,0.6216455873407689,NaN,NaN
"1989-06-30",4.451578054761464,0.887697524709985,NaN,NaN,NaN,NaN,4.44234736230104,4.431886707921778,NaN,NaN,1.050884369810401,1.0981654182033118,1.145306938913837,1.205199761137088,0.9451789850948522,1.0263361774345725,0.881324222961144,0.9492768889459491,NaN,NaN
"1989-09-30",4.459070598219895,0.7181441183609749,NaN,NaN,NaN,NaN,4.451578054761464,4.44234736230104,NaN,NaN,0.887697524709985,1.050884369810401,1.0981654182033118,1.145306938913837,1.205199761137088,0.9451789850948522,1.0263361774345725,0.881324222961144,NaN,NaN
"1989-12-31",4.459077904400735,0.9021077585332549,NaN,NaN,NaN,NaN,4.459070598219895,4.451578054761464,NaN,NaN,0.7181441183609749,0.887697524709985,1.050884369810401,1.0981654182033118,1.145306938913837,1.205199761137088,0.9451789850948522,1.0263361774345725,NaN,NaN
"1990-03-31",4.469745682511257,1.1196455419171691,NaN,NaN,NaN,NaN,4.459077904400735,4.459070598219895,NaN,NaN,0.9021077585332549,0.7181441183609749,0.887697524709985,1.050884369810401,1.0981654182033118,1.145306938913837,1.205199761137088,0.9451789850948522,NaN,NaN
"1990-06-30",4.472888590722057,1.0999167271359411,NaN,NaN,NaN,NaN,4.469745682511257,4.459077904400735,NaN,NaN,1.1196455419171691,0.9021077585332549,0.7181441183609749,0.887697524709985,1.050884369810401,1.0981654182033118,1.145306938913837,1.205199761137088,NaN,NaN
"1990-09-30",4.472126100070569,0.9892691860969194,NaN,NaN,NaN,NaN,4.472888590722057,4.469745682511257,NaN,NaN,1.0999167271359411,1.1196455419171691,0.9021077585332549,0.7181441183609749,0.887697524709985,1.050884369810401,1.0981654182033118,1.145306938913837,NaN,NaN
"1990-12-31",4.462841088719235,0.8256204676227341,NaN,NaN,NaN,NaN,4.472126100070569,4.472888590722057,NaN,NaN,0.9892691860969194,1.0999167271359411,1.1196455419171691,0.9021077585332549,0.7181441183609749,0.887697524709985,1.050884369810401,1.0981654182033118,NaN,NaN
